,ASIN,Brand,Category,SalesRank,BrandURL
43487,B0766DZC3T,NameCoins,"Handmade Products,Handmade Wedding,Jewelry & Jewelry Accessories,Necklaces,Pendants",73643,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ANameCoins
45475,B081S25GQ7,LadyBuq Art Studio,"Handmade Products,Clothing, Shoes & Accessories,Handbags & Shoulder Bags",73894,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ALadyBuq+Art+Studio
50777,B07CP1TBKD,InSpiral Tree,Handmade,74663,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AInSpiral+Tree
43488,B07DTKSBKF,Bead-Works & Handmade Supply,"Handmade Products,Jewelry,Necklaces,Strand",74664,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ABead-Works+&+Handmade+Supply
50774,B087G7PVVR,Enhara,Handmade,76358,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AEnhara
1404,B08K4YPSWH,Kfir Tager,"Handmade Products,Home & Kitchen,Artwork,Prints",76688,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AKfir+Tager
51009,B08XK1199M,Jewelry For 100 Causes,"Handmade Products,Jewelry,Rings,Band",79749,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AJewelry+For+100+Causes
1039,B01B9OO6QO,Bottega del Rame,"Handmade Products,Home & Kitchen,Kitchen & Dining,Cookware",80496,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ABottega+del+Rame
1405,B08QJ2KQCC,TOSIANI ART,"Handmade Products,Jewelry,Rings,Band",80646,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ATOSIANI+ART
994,B07T7DBKG1,Designer's Jewel,"Handmade Products,Jewelry,Rings,Wedding & Engagement,Engagement",81725,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ADesigner's+Jewel
51013,B08VW7BPJY,PORTHO,"Handmade Products,Jewelry,Necklaces,Pendant",81895,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3APORTHO
51019,B01DWKMZ3Y,Goddess Arts Collection,Handmade,81965,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AGoddess+Arts+Collection
51011,B01MSYF1R7,Left Coast Original,"Handmade Products,Home & Kitchen,Home Décor,Signs & Plaques",83962,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ALeft+Coast+Original
43492,B07HFGF3FJ,WAS A BOTTLE,"Handmade Products,Home & Kitchen,Kitchen & Dining,Tableware,Glassware,Tumblers",84579,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AWAS+A+BOTTLE
50778,B094PSJJHK,Jayha Designs,"Handmade Products,Jewelry,Bracelets,Link",84914,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AJayha+Designs
44603,B07F7QKVPR,LuoJewelry,"Handmade Products,Jewelry,Rings,Statement",84980,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ALuoJewelry
43493,B076P4F68B,Folded Books,"Handmade Products,Home & Kitchen,Home Décor,Decorative Accessories,Sculptures",85571,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AFolded+Books
50790,B079YYYJ7T,RussClothing,"Handmade Products,Clothing, Shoes & Accessories,Men,Shoes,Boots",85597,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ARussClothing
43116,B082MQWH9K,3D Cauldron,"Handmade Products,Clothing, Shoes & Accessories,Men,Clothing,Costumes",86602,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3A3D+Cauldron
50779,B07GBDG378,Babynest,Handmade,88238,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ABabynest
51021,B0169842AA,Couture Lolita,"Handmade Products,Jewelry,Necklaces,Pendant",88686,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ACouture+Lolita
43494,B07BLLLK3X,Monument Moon Jewelry,"Handmade Products,Jewelry,Necklaces",89434,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AMonument+Moon+Jewelry
408,B078HZTBQW,Rising Star Handmade,"Handmade Products,Home & Kitchen,Lighting,Lamps,Bedside & Table Lamps",89795,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ARising+Star+Handmade
51026,B073Q9S1QP,Mola Pila,"Handmade Products,Toys & Games,Plushies & Stuffed Animals",89957,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AMola+Pila
44614,B07Q4DV1SX,Pin Adventure map,"Handmade Products,Home & Kitchen,Artwork,Prints",90128,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3APin+Adventure+map
43490,B081ZVNDBG,Natural Rocks Kala,"Handmade Products,Jewelry,Necklaces",90589,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ANatural+Rocks+Kala
43320,B0192KFHXS,ArtisanLook,"Handmade Products,Jewelry,Rings,Statement",92072,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AArtisanLook
863,B07MGZ8JFV,EVA ROMANI,"Handmade Products,Jewelry,Bracelets,Hand Chain",93068,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AEVA+ROMANI
43724,B06XY2D8ZC,Distinctive Goods,"Handmade Products,Clothing, Shoes & Accessories,Luggage & Travel Gear,Luggage",95637,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ADistinctive+Goods
864,B01CB2134Q,BlackWaterSiren,"Handmade Products,Jewelry,Necklaces",97524,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ABlackWaterSiren
51023,B07DLF2M7P,Stylized Designs,"Handmade Products,Jewelry,Bracelets,Bangle",97574,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AStylized+Designs
51025,B07X2C3D1G,Xenotees,Handmade,97961,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AXenotees
45715,B08GM9WJBV,Shopdaddy-Studio,"Handmade Products,Home & Kitchen,Storage & Organization,Racks & Shelves",99593,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AShopdaddy-Studio
43711,B07MBWK7XB,Cosmic Lens Jewellery,"Handmade Products,Jewelry,Necklaces,Pendant",99795,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ACosmic+Lens+Jewellery
50427,B07WGD6H6C,YupCollars,"Handmade Products,Pet Supplies,Dogs,Collars, Harnesses & Leashes,Collars",99808,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AYupCollars
42905,B07N1FLCBP,Cleopatra Gold&Silver,"Handmade Products,Jewelry,Necklaces,Pendant",100073,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ACleopatra+Gold&Silver
45711,B07CHZFRM7,Sky Fine Jewelry,"Handmade Products,Jewelry,Rings,Band",100315,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ASky+Fine+Jewelry
45714,B01G7TY13O,CrazyAss Jewelry Designs,Handmade,100840,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ACrazyAss+Jewelry+Designs
45720,B07KV7HGJ5,Agnoulita Hats,"Handmade Products,Clothing, Shoes & Accessories,Women,Accessories,Hats & Caps,Cowboy Hats",100909,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AAgnoulita+Hats
43200,B08NPBJGP8,artyStones,"Handmade Products,Jewelry,Necklaces,Pendant",101715,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AartyStones
43104,B077C38VLY,Cavagnini - HandMade Italy,"Handmade Products,Clothing, Shoes & Accessories,Handbags & Shoulder Bags,Totes",102281,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ACavagnini+-+HandMade+Italy
50426,B07QVDBN2V,Deepak International Jewelry,"Handmade Products,Jewelry,Rings,Statement",102298,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ADeepak+International+Jewelry
1038,B077SWBH9R,Nadean Designs,"Handmade Products,Handmade Wedding,Jewelry & Jewelry Accessories,Earrings,Stud Earrings",102370,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ANadean+Designs
45718,B06Y3NYPQJ,Lumiwood,"Handmade Products,Home & Kitchen,Furniture,Living Room Furniture,Home Entertainment Furniture",102950,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ALumiwood
1005,B07BJJNX97,3HLinen,"Handmade Products,Home & Kitchen,Bedding,Sheets & Pillowcases",104054,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3A3HLinen
45719,B07DBN8NKL,Arik Kastan Vintage Inspired Jewelry,"Handmade Products,Jewelry,Rings,Statement",104426,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AArik+Kastan+Vintage+Inspired+Jewelry
1003,B07HB2N16V,Bamboo BG,"Handmade Products,Home & Kitchen,Home Décor,Vases",105184,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ABamboo+BG
43712,B07G8R72PQ,FloweRainboW,"Handmade Products,Jewelry,Body Jewelry,Piercing Jewelry,Hoops",106366,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AFloweRainboW
43502,B0727SVJFK,Baraka Beads Boutique,Handmade,106912,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ABaraka+Beads+Boutique
1002,B08KH85456,BERBEROLOGY,"Handmade Products,Home & Kitchen,Home Décor,Throw Pillows",107340,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ABERBEROLOGY
50434,B015J88VSA,Starlight Woods,Handmade,107989,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AStarlight+Woods
45388,B07M5DPFL4,L'Artisan Du Cristal,"Handmade Products,Home & Kitchen,Kitchen & Dining,Tableware,Glassware,Cocktail Glasses",108226,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AL'Artisan+Du+Cristal
50556,B07JHW3NNH,ProSeed Holistic Wellness,"Handmade Products,Beauty & Grooming,Skin Care,Face,Creams & Moisturizers",108568,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AProSeed+Holistic+Wellness
43510,B07BVZSTQ9,Capra Leather,"Handmade Products,Electronics Accessories",108765,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ACapra+Leather
50792,B07BNSZ2J4,DEZAART,"Handmade Products,Home & Kitchen,Lighting,Ceiling Lighting",108963,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ADEZAART
50544,B074Y39Z5Q,Takiustasi,"Handmade Products,Jewelry,Necklaces,Pendant",110957,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ATakiustasi
45722,B08FZ1FVKF,Druid,"Handmade Products,Clothing, Shoes & Accessories,Luggage & Travel Gear,Wallets & Bag Accessories",112499,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ADruid
44618,B07C3H87HQ,ChainMettle Jewelry,"Handmade Products,Jewelry,Bracelets,Link",112838,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AChainMettle+Jewelry
43509,B0792SFRHT,Famous Indian Bazar,"Handmade Products,Clothing, Shoes & Accessories,Men,Clothing",113892,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AFamous+Indian+Bazar
45734,B07S9XJZNF,KREDUM,"Handmade Products,Jewelry,Rings,Wedding & Engagement,Wedding",114329,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AKREDUM
50784,B01A4S9YD6,Sugar Sidewalk,Handmade,115180,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ASugar+Sidewalk
43511,B08J9N3MCK,Ludwig Van Bacon Art,"Handmade Products,Home & Kitchen,Artwork,Prints",115479,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ALudwig+Van+Bacon+Art
50583,B0747MP82S,EtagaDesigns,"Handmade Products,Stationery & Party Supplies,Party Supplies,Decorations",115573,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AEtagaDesigns
45392,B07JHVDRQY,wegjewel,"Handmade Products,Jewelry,Rings,Wedding & Engagement,Engagement",115825,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3Awegjewel
50442,B075X3X7C4,Pastel Rainbows,"Handmade Products,Clothing, Shoes & Accessories,Girls,Clothing,Clothing Sets",116186,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3APastel+Rainbows
1013,B01E81SOS6,G.Arts,"Handmade Products,Home & Kitchen,Home Décor,Photo Albums & Frames,Picture Frames",117118,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AG.Arts
50717,B07B2CJ2GN,Navya Craft,"Handmade Products,Handmade Wedding,Jewelry & Jewelry Accessories,Earrings,Drop & Dangle Earrings",117274,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ANavya+Craft
50565,B07HB8GT2M,EverAfter Handmade,"Handmade Products,Clothing, Shoes & Accessories,Women,Accessories,Gloves & Mittens",118065,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AEverAfter+Handmade
409,B08ZKK69XG,Ameogem Jewellery,"Handmade Products,Jewelry,Rings,Statement",118398,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AAmeogem+Jewellery
43715,B07GTD8XNL,Paint & Paper Craft,"Handmade Products,Home & Kitchen,Artwork,Mixed Media",118440,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3APaint+&+Paper+Craft
50715,B07GZY4W7N,Rumi Sumaq,"Handmade Products,Jewelry,Bracelets,Bangle",118591,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ARumi+Sumaq
45544,B074KFQ39H,GULIAN,"Handmade Products,Jewelry,Necklaces,Pendant",119539,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AGULIAN
50794,B077YRKVST,Theodoros,"Handmade Products,Clothing, Shoes & Accessories,Luggage & Travel Gear,Wallets & Bag Accessories",119544,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ATheodoros
1004,B07C1FCGVM,jt6740,"Handmade Products,Clothing, Shoes & Accessories,Luggage & Travel Gear,Wallets & Bag Accessories,Money Clips",122474,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3Ajt6740
927,B01M7270AN,AnatolianWoods,"Handmade Products,Home & Kitchen,Furniture,Living Room Furniture,Tables,Sofa Tables",122695,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AAnatolianWoods
44335,B071VG9413,Sara Gal Studio,"Handmade Products,Jewelry,Necklaces,Pendant",123469,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ASara+Gal+Studio
50577,B083WPBM52,Everything Beautiful Janet,"Handmade Products,Jewelry,Necklaces,Pendant",125855,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AEverything+Beautiful+Janet
45403,B072SW7YY6,Studio Vayehi,"Handmade Products,Home & Kitchen,Lighting,Ceiling Lighting",125867,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AStudio+Vayehi
403,B07BFJFJZD,Reiki Andino,"Handmade Products,Home & Kitchen,Home Décor,Decorative Accessories,Sculptures",125970,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AReiki+Andino
44615,B08L6SJMR6,INDIGO jewelry,"Handmade Products,Jewelry,Rings,Signet",126294,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AINDIGO+jewelry
50451,B08398KYNX,Asoodehdelan,"Handmade Products,Jewelry,Necklaces,Pendant",126836,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AAsoodehdelan
50711,B07N49WQ5Y,Holly O Designs,"Handmade Products,Jewelry,Earrings,Threader",127096,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AHolly+O+Designs
50541,B01618Y6UO,Dalia Shamir Jewelry,"Handmade Products,Jewelry,Body Jewelry,Anklets",127511,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ADalia+Shamir+Jewelry
45421,B01BDZATME,Peg and Awl,"Handmade Products,Clothing, Shoes & Accessories,Luggage & Travel Gear,Luggage",127583,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3APeg+and+Awl
50462,B083RGPGJS,Bluebell and the Fox,"Handmade Products,Home & Kitchen,Kitchen & Dining,Kitchen Linen,Kitchen Cozies",127880,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ABluebell+and+the+Fox
413,B08SBVGQCF,Indian,"Handmade Products,Home & Kitchen,Kitchen & Dining,Cookware",128200,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AIndian
50716,B07QG9MM8Z,A Sher's Creation,"Handmade Products,Jewelry,Necklaces,Choker",128585,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AA+Sher's+Creation
50448,B01BK2LD20,Creepy Hollow Designs,"Handmade Products,Jewelry,Rings,Statement",129836,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ACreepy+Hollow+Designs
50788,B01N2JWIV1,ToccaJewelry,"Handmade Products,Jewelry,Earrings,Drop & Dangle",129925,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AToccaJewelry
44337,B07WFDSJ9X,Leather Craft Designs,"Handmade Products,Clothing, Shoes & Accessories,Women,Accessories,Gloves & Mittens",129938,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ALeather+Craft+Designs
44385,B071KHB2ZK,Cubic Prints,"Handmade Products,Home & Kitchen,Artwork,Prints",131084,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ACubic+Prints
45426,B01G0F2O48,Unknown,"Handmade Products,Clothing, Shoes & Accessories,Handbags & Shoulder Bags",132664,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AUnknown
50719,B07NV2YQDQ,JenniferJadeShop,Handmade,132959,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AJenniferJadeShop
43716,B076WVK443,StudioMariya,"Handmade Products,Clothing, Shoes & Accessories,Women,Clothing,Blouses & Shirts",133130,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AStudioMariya
50465,B0764KHVHL,Pride&Bright,"Handmade Products,Jewelry,Watches",134049,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3APride&Bright
50796,B015SW8GWI,vdeux,"Handmade Products,Jewelry,Necklaces,Pendant",134122,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3Avdeux
43107,B07T8GN99L,Timberline Traders,"Handmade Products,Jewelry,Earrings,Hoop",134213,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ATimberline+Traders
50797,B07XLLVS54,Danny P. leather accessories,"Handmade Products,Electronics Accessories,Cell Phone Accessories",134945,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ADanny+P.+leather+accessories
937,B07RL56H7K,OMGGiftShop,"Handmade Products,Home & Kitchen,Artwork,Prints",135673,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AOMGGiftShop
50546,B08C374536,Mia Silver Studio,"Handmade Products,Jewelry,Necklaces,Chain",136380,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AMia+Silver+Studio
50553,B01M0U1CJG,Brass Honcho,"Handmade Products,Home & Kitchen,Lighting",136631,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ABrass+Honcho
50457,B08L48MZY6,Healing Stones For You,"Handmade Products,Jewelry,Earrings,Drop & Dangle",137121,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AHealing+Stones+For+You
1007,B087KJ2LVC,TopPoster,"Handmade Products,Home & Kitchen,Artwork,Prints",137350,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ATopPoster
868,B08JVMWDPD,HallelJewelry,"Handmade Products,Jewelry,Rings,Statement",137355,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AHallelJewelry
50798,B07VFYCDXD,HolyCowChic,"Handmade Products,Clothing, Shoes & Accessories,Women,Shoes,Sandals",138189,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AHolyCowChic
50463,B06XDV6PP2,Loud Cufflinks,"Handmade Products,Handmade Wedding,Jewelry & Jewelry Accessories,Cufflinks & Shirt Accessories,Cufflinks",138894,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ALoud+Cufflinks
50741,B071K3G2TB,CustomVinylDecor,"Handmade Products,Home & Kitchen,Home Décor,Children's Room Décor",138982,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ACustomVinylDecor
50547,B07CR4CBV6,Bridal Party Robe Shop,"Handmade Products,Clothing, Shoes & Accessories,Women,Clothing,Sleepwear, Lingerie & Underwear,Sleepwear & Robes,Robes",139299,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ABridal+Party+Robe+Shop
50461,B01BK0O0ZO,Spoiled Girl Jewelry & 12Sixteen Designs,"Handmade Products,Jewelry,Necklaces,Pendant",139385,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ASpoiled+Girl+Jewelry+&+12Sixteen+Designs
50464,B01AKGSGK4,Tracy Tayan Designs,"Handmade Products,Jewelry,Necklaces,Pendant",139826,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ATracy+Tayan+Designs
1009,B07YZRGCN7,Rock Mama Metals,"Handmade Products,Jewelry,Necklaces,Pendant",141424,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ARock+Mama+Metals
43144,B07DD6PBPT,Element 83,"Handmade Products,Jewelry,Necklaces,Pendant",141664,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AElement+83
45503,B01IA7OE6K,The Welded Keller,"Handmade Products,Home & Kitchen,Home Décor,Signs & Plaques",141906,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AThe+Welded+Keller
44617,B017RWJCKM,ardeola,Handmade,141956,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3Aardeola
943,B076PVWC72,Page Pottery,"Handmade Products,Home & Kitchen,Kitchen & Dining,Containers & Storage",143097,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3APage+Pottery
45507,B0842BPPVM,PinocchioUK,"Handmade Products,Sports & Outdoors",143517,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3APinocchioUK
942,B06XPSZWSJ,CooB CraftWork,"Handmade Products,Home & Kitchen,Patio, Lawn & Garden",143679,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ACooB+CraftWork
45432,B07ZKHZJP1,Perla Mundi,"Handmade Products,Jewelry,Bracelets,Wrap",143937,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3APerla+Mundi
50550,B0881XN99P,BYKET,"Handmade Products,Beauty & Grooming,Tools & Accessories,Storage & Organization,Cosmetic Bags",146261,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ABYKET
1436,B0889GX792,Exsect,Handmade,146718,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AExsect
50551,B086L3MTM4,Twisted R Design,"Handmade Products,Home & Kitchen,Home Décor,Photo Albums & Frames,Picture Frames",146957,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ATwisted+R+Design
50554,B08RXHBNVN,Hearthfire Handworks,"Handmade Products,Jewelry,Necklaces,Strand",148612,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AHearthfire+Handworks
43721,B07JDSJBGW,Craftsmanjamal,"Handmade Products,Clothing, Shoes & Accessories,Handbags & Shoulder Bags",149303,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ACraftsmanjamal
45505,B07QJCQNLT,The Flask Clutch,"Handmade Products,Clothing, Shoes & Accessories,Handbags & Shoulder Bags,Clutches",149950,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AThe+Flask+Clutch
50552,B07R4SG1ZW,Edisto & Co.,"Handmade Products,Beauty & Grooming,Skin Care,Face",150520,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AEdisto+&+Co.
50725,B01BFLANF4,Melody Home DeSigns,"Handmade Products,Home & Kitchen,Home Décor,Signs & Plaques",150604,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AMelody+Home+DeSigns
1015,B07GP7DKKH,sixga,"Handmade Products,Jewelry,Rings,Band",151284,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3Asixga
45508,B0793PVS35,Maya Mor Jewelry,"Handmade Products,Jewelry,Rings,Wedding & Engagement,Wedding",152766,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AMaya+Mor+Jewelry
50469,B079XWT1R1,FLORAMA Natural Jewelry,"Handmade Products,Jewelry,Necklaces,Strand",152880,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AFLORAMA+Natural+Jewelry
952,B06XPDR2FB,Carpe Diem Jewellery,"Handmade Products,Handmade Wedding,Jewelry & Jewelry Accessories,Necklaces,Pendants",152886,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ACarpe+Diem+Jewellery
45533,B018OU89EQ,Ice Gold Jewellery Inc,"Handmade Products,Jewelry,Rings,Band",153761,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AIce+Gold+Jewellery+Inc
50557,B01FNQUPLO,Laalee Jewelry,"Handmade Products,Jewelry,Earrings,Drop & Dangle",153778,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ALaalee+Jewelry
50748,B07P82WDLJ,BuB Bling Boutique,"Handmade Products,Clothing, Shoes & Accessories,Baby,Baby Boys,Clothing,Costumes",155488,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ABuB+Bling+Boutique
50599,B06XR92PRV,ButterfieldMachine,"Handmade Products,Toys & Games,Novelty & Gag Toys",156119,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AButterfieldMachine
935,B0872JJCJV,IronGooseCNC,"Handmade Products,Toys & Games",156248,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AIronGooseCNC
43728,B07HDCB1N3,Calpas,"Handmade Products,Clothing, Shoes & Accessories,Men,Shoes",156278,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ACalpas
43725,B07CMGMS7D,Sunlight Silver,"Handmade Products,Handmade Wedding,Jewelry & Jewelry Accessories,Earrings,Hoop Earrings",157446,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ASunlight+Silver
50597,B07TVHGYYY,WoodGifts,"Handmade Products,Toys & Games,Baby & Toddler Toys",157448,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AWoodGifts
45512,B093TFS3WC,Woodcraft City,"Handmade Products,Home & Kitchen,Furniture,Living Room Furniture,Tables,Coffee Tables",159162,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AWoodcraft+City
45540,B07BH7MN85,SamiEymur,"Handmade Products,Home & Kitchen,Artwork,Prints",159500,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ASamiEymur
45545,B07QSBCWXG,DV8Studio,"Handmade Products,Home & Kitchen,Patio, Lawn & Garden,Outdoor Décor,Yard Signs",159577,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ADV8Studio
43723,B016APPUY4,Rustica Ornamentals LLC.,"Handmade Products,Home & Kitchen,Patio, Lawn & Garden,Outdoor Décor,Garden Stakes",161708,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ARustica+Ornamentals+LLC.
45514,B08TH12NYR,musclequeens,"Handmade Products,Clothing, Shoes & Accessories,Girls,Clothing,Swimwear",161982,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3Amusclequeens
50569,B07CB1Q21Q,Two Lilies Designs,"Handmade Products,Jewelry,Earrings,Hoop",162063,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ATwo+Lilies+Designs
